county,fips,year,sex,All,mage_bothsexes,age04,age59,age1014,age1519,age2024,age2529,age3034,age3539,age4044,age4549,age5054,age5559,age6064,age6569,age7074,age7579,age8084,age8589,age9094,age9599,age100104,source
Mono County,6051,1993,m,6037.971982,33.1801629,405.3795768,437.4131311,445.8311187,417.111759,459.7913047,502.8962761,641.5566722,621.539532,594.9452602,398.0693336,328.1651789,217.7015548,204.4124184,158.0211663,91.9528411,60.07162729,31.42692715,16.75964556,4.794062331,0,0.132595772,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mono County,6051,1993,w,5001.028018,,404.3949363,379.4660073,324.4776528,307.6643621,309.9473108,390.8483781,543.2796999,549.3754703,494.5351329,333.0691451,261.547209,190.3681718,164.0108038,130.639929,92.68416715,53.49502318,37.58371922,26.20090836,6.788184922,0.651805848,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Monterey County,6053,1993,m,193284.6097,29.85692846,18769.84222,15578.48817,15152.34608,14193.68298,18207.52282,19090.5223,18594.61919,16299.91296,13496.4322,10311.10181,7375.842108,5765.283186,5571.839759,4935.032888,4185.707582,2838.304596,1711.6178,870.2495935,292.6639794,39.6977205,3.899786724,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Monterey County,6053,1993,w,179433.3903,,17930.89204,14770.9253,13467.03872,12293.92679,13515.95282,14359.1307,15318.62182,14565.61068,12414.75171,10209.95608,7466.833604,6268.807568,6288.659148,6371.47961,5304.153399,3788.469097,2673.921894,1541.626318,719.0443326,149.1809953,14.40766363,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Napa County,6055,1993,m,57523.0821,36.55339607,4143.456888,4135.446489,4098.298619,3545.141088,4021.627543,4146.372709,4472.335383,4641.787578,4622.457582,4123.475644,3038.924217,2456.927636,2220.575524,2269.015668,2243.816794,1557.408172,1028.910389,504.5101602,200.5816267,47.51500471,4.49738267,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Napa County,6055,1993,w,58190.9179,,3904.402949,3887.476787,3684.945283,3205.414875,3635.744122,3732.326287,4375.990041,4741.998398,4505.268007,4143.920221,3087.694257,2541.894127,2409.978568,2573.694263,2596.486304,2106.663124,1543.227345,964.4722868,443.3161482,97.11561537,8.888893996,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Nevada County,6057,1993,m,41872.25651,39.92273727,2770.284023,3271.373447,3032.350264,2319.825156,2077.878551,1949.635687,2690.411458,3451.44667,3972.148174,3427.243617,2436.313504,1873.631199,1991.872667,2133.694041,2046.645633,1348.683378,693.1282931,279.2121318,90.46639376,14.58587279,1.42634823,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Nevada County,6057,1993,w,42991.74349,,2533.848686,2866.900478,2684.677967,2143.316459,1852.803404,1994.545413,2958.516666,3955.837641,4085.169911,3323.956618,2482.918144,2002.478918,2148.603846,2451.127104,2247.999304,1493.258105,920.1124305,544.4103246,247.063167,49.6772524,4.52165461,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Orange County,6059,1993,m,1277310.343,31.41960581,120659.8335,93396.85207,88106.5177,85941.21527,112036.6244,125451.4105,127699.9357,111122.2672,91455.39532,78533.68479,60986.26314,47640.52896,40964.56261,33852.65185,26231.13879,16459.08811,9661.606942,4857.264299,1941.067665,286.8128424,25.62135398,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Orange County,6059,1993,w,1273107.657,,114448.8916,88476.81749,82486.51834,80930.08735,101046.7799,112298.3536,117037.9667,106376.9732,92670.56262,81667.76005,62847.26994,50006.88875,44193.84572,41692.4865,35069.94197,25827.37855,18384.60524,11331.5224,5265.201379,948.9095461,98.89607714,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Placer County,6061,1993,m,97275.43746,35.30334516,7833.733383,7872.019349,7181.719589,5827.088787,6134.833855,6364.693393,8180.178677,8727.485794,8468.079908,7445.271493,5399.632734,4183.317995,3854.528686,3372.305925,2817.486951,1907.667209,1045.972029,452.5521048,177.7183993,26.29203598,2.859164123,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Placer County,6061,1993,w,99938.56254,,7384.469944,7558.753627,6566.677367,5476.895312,5959.396229,6484.191403,8697.414641,9185.383128,8676.553681,7191.207089,5348.789587,4376.25692,4053.382636,3994.888374,3428.279337,2412.613115,1634.711289,997.4346498,423.0062988,80.33059948,7.927311406,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Plumas County,6063,1993,m,10432.41736,40.37468626,639.6626065,813.3007968,725.5654876,625.0070024,498.024787,393.0224269,627.8470768,819.1949467,952.9264986,817.6704758,691.3867605,569.174095,589.0316077,596.3691773,492.2032071,307.3521964,179.2297384,72.57196877,19.71984496,2.924313846,0.232339952,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Plumas County,6063,1993,w,10479.58264,,581.0551364,757.5662743,691.9470671,553.9735769,413.0725219,498.7187606,707.2415751,961.7605444,872.3144413,809.1352203,622.8514137,574.002601,591.3275166,604.5886564,536.4957555,336.9540019,192.5669112,111.75149,50.04857207,11.08719054,1.123417785,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Riverside County,6065,1993,m,662768.4802,31.53924655,66761.95645,59173.81993,53265.53109,44393.58571,47208.55308,52353.04256,59673.40049,55832.39033,44656.04994,35362.30468,27156.40711,23160.19187,22800.95091,22574.79338,20602.61469,14314.50815,8236.264961,3717.687398,1312.001942,196.0244498,16.40105729,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Riverside County,6065,1993,w,665545.5198,,63390.44111,56599.02551,50573.27355,41686.18011,44447.39165,49163.20274,57504.19296,53330.39357,43131.4329,34556.6219,28145.72633,25021.04867,25503.40451,27521.94844,25160.82286,18068.17126,12024.53858,6444.90386,2747.33341,483.2298334,42.23607392,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sacramento County,6067,1993,m,543799.7487,32.11138047,49882.53489,45109.43909,41615.69819,37361.76204,40083.0214,45802.39028,51988.70528,47904.19623,41082.99711,33052.30176,23595.80074,20012.23232,18570.96265,16179.55469,14227.91171,9067.788168,5018.459212,2307.582058,819.0276576,106.3129214,11.07027934,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sacramento County,6067,1993,w,567297.2513,,47387.03811,42999.2883,40191.70689,36630.32227,39948.56002,45238.16205,51479.03642,49178.89354,42928.81851,34429.19822,25927.60927,22306.74705,20767.07886,20871.51657,18050.42845,12810.16911,8718.372745,4797.8414,2166.788381,426.1499143,43.52524801,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Benito County,6069,1993,m,20751.28704,29.97851644,2064.314994,1920.205456,1772.870437,1513.258196,1625.992154,1704.049077,1852.387628,1736.380836,1535.638992,1222.303678,880.0079991,724.0885946,586.9098075,544.7680603,454.3542234,298.0540833,184.4901813,86.56706774,39.78531288,4.69805652,0.162209886,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Benito County,6069,1993,w,20274.71296,,1914.702786,1808.809491,1651.814453,1424.827896,1511.1573,1615.702832,1860.000494,1697.713318,1471.478001,1150.121736,875.8492301,646.1596824,637.8718509,621.2289873,521.9094331,372.8629795,270.7225406,145.0270114,64.98494449,10.02345064,1.744540173,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Bernardino County,6071,1993,m,778641.9269,29.29251436,84355.97969,73963.71757,68714.71647,58130.8223,61084.20481,64771.53509,71323.94268,66842.43957,54868.68094,43128.71781,30897.46452,24542.67817,21688.40968,18916.91777,15407.26783,10173.21731,5863.315181,2779.186601,1035.468948,140.2311279,13.01277611,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Bernardino County,6071,1993,w,778020.0731,,80556.15402,71231.45022,62966.98706,54304.25818,55854.79453,61889.20897,71003.36476,66892.74753,54786.01692,41870.37762,31226.17529,25901.15453,23847.5763,23318.64958,19986.62532,14243.67731,9788.067609,5446.151162,2411.854536,450.7591947,44.0224839,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Diego County,6073,1993,m,1316774.864,31.21658473,117205.08,96124.90587,99974.89805,92692.46412,121578.2976,130058.2214,128157.2529,113486.7038,93349.1598,73714.9427,52489.50326,42178.47228,39901.73039,37209.26839,33752.83615,22776.63745,13257.36264,6248.067553,2244.893189,343.3534768,30.81344641,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Diego County,6073,1993,w,1281101.136,,111513.7222,91271.47595,88265.31428,83259.41647,98845.57056,108260.6935,116299.2591,108735.3511,92763.61196,74653.74065,55707.1346,46455.66746,45038.96483,46872.1789,42649.45419,31188.42257,20880.24941,11943.15616,5350.081476,1044.710296,102.9598458,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Francisco,6075,1993,m,374272.5184,35.16553522,21243.76311,16424.71709,17107.10293,24036.29235,33582.11945,39261.30662,40016.47688,36606.56604,33157.96926,25006.46811,18018.17629,15043.77943,13989.94986,13228.35742,11093.16943,7400.256484,5160.013614,2708.973171,1008.151782,162.7793332,16.12973189,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Francisco,6075,1993,w,367960.4816,,20324.44711,15877.56379,16391.89671,23616.49253,30897.06698,35636.12783,34417.71042,31123.5723,29095.57949,22734.2257,17156.53642,15416.10099,15333.92834,16236.08596,14560.83512,11467.77895,9103.606742,5497.807022,2526.136449,492.8761211,54.10662209,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Joaquin County,6077,1993,m,255767.8031,30.74633539,24896.27289,23394.34545,22527.2906,18234.64413,19437.54048,20380.11147,22134.74141,21154.99077,18156.69779,14796.4268,11127.62743,8703.276729,7884.32229,7479.409175,6389.489247,4303.415593,2812.251641,1376.051791,499.9006312,71.50269956,7.494091428,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Joaquin County,6077,1993,w,252559.1969,,23711.13828,22182.27997,20104.39082,16954.79089,17616.94669,18383.69809,21063.7354,20299.68539,17675.80565,14499.85297,11099.6041,9091.780968,8778.979058,9117.777099,8146.677666,5977.832703,4176.0038,2340.364485,1104.525385,209.1806989,24.14677356,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Luis Obispo County,6079,1993,m,116446.4029,34.09105206,7647.313756,7613.710843,8298.192361,8698.529273,11512.62096,9178.935807,10033.37703,10293.43469,9545.700443,7298.136364,5006.632318,4020.890099,3975.522855,4233.299123,3842.496825,2703.460142,1522.80226,720.2768629,258.4377356,40.0311147,2.602032925,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Luis Obispo County,6079,1993,w,109528.5971,,7108.306833,7189.230468,7236.611875,7403.311893,9072.872109,7049.097057,8403.869444,9512.493736,8534.405691,6638.912829,5000.418428,4402.471053,4525.449161,5040.629267,4676.347771,3353.771859,2375.887646,1330.456875,552.2766592,110.4498832,11.32656753,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Mateo County,6081,1993,m,329192.5904,34.81355021,25908.47864,22034.60718,20079.13996,20233.66226,24757.63416,28627.46126,31603.24013,29866.99694,26674.32351,22529.7801,17338.97255,13756.96623,12479.0271,11222.19652,9489.815425,6285.15403,3803.766343,1730.015389,668.520966,95.24074066,7.590945262,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Mateo County,6081,1993,w,337594.4096,,24415.215,20796.13195,18544.22415,18695.23883,22521.30794,26907.46404,30561.0968,29513.90839,27264.59914,23856.12624,18243.73315,14824.96017,13762.92001,14106.89554,12360.42948,8984.956457,6505.242587,3671.284923,1684.912392,334.75217,39.01027353,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Barbara County,6083,1993,m,189714.9563,31.88498104,15736.20411,13586.67131,15416.29464,12741.4529,17459.25752,17096.07524,16996.24889,15851.31892,13551.16557,10789.19226,8093.108431,6889.150335,6624.494712,5978.133273,5325.038584,3602.226744,2298.793714,1146.90599,458.1219442,69.72899158,5.37221498,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Barbara County,6083,1993,w,188698.0437,,14986.0518,12738.34188,14935.92645,11471.66866,16028.40812,14816.44705,15556.91099,14897.64964,12896.85811,10521.18675,8408.462916,7534.953627,7048.177583,7559.840775,6735.384501,5073.549425,3769.543642,2390.826516,1069.852108,232.8178875,25.18529216,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Clara County,6085,1993,m,787914.4548,32.0218065,66134.49859,55168.96266,52514.94755,53609.85306,68771.46852,76715.5448,83903.45966,73942.82255,59380.87571,49007.73574,38126.36779,29953.4444,25068.90688,20311.09262,15947.10289,9771.331364,5636.760782,2742.245622,1038.874461,153.7957046,14.36338913,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Clara County,6085,1993,w,766013.5452,,62686.05572,52342.28731,48626.49349,49200.13596,60635.63147,67183.00378,73925.46596,67015.03762,57708.32923,49985.27814,39230.53744,30864.54599,26916.18555,24918.42142,20800.36695,14612.65201,10159.05319,5937.170686,2675.642475,535.3478209,55.90301906,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Cruz County,6087,1993,m,117729.4736,33.00031764,9817.936917,8465.626322,9073.042338,8022.000818,9872.759788,9666.249766,10218.29887,10909.05343,10974.80528,8633.352547,5287.49827,3716.15508,3255.285955,2964.263109,2547.69308,1981.750132,1301.704447,699.7284816,274.9210375,44.49131291,2.856633027,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Cruz County,6087,1993,w,118511.5264,,9111.201072,8110.651842,8773.68652,7289.03125,9322.029711,8877.23706,9892.717519,10989.22524,10510.11936,8058.364636,5289.579454,3810.290819,3657.925955,3876.694077,3570.748528,2988.621741,2198.093758,1400.061659,640.8661578,129.2861662,15.09385759,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Shasta County,6089,1993,m,77224.88254,35.70185331,6285.245443,6702.402208,6189.230462,4996.622075,4717.036533,4517.405636,5617.502539,6144.967157,6096.954249,5273.538259,4418.097052,3443.185346,3210.410003,3230.900352,2747.197728,1894.393139,1104.713001,448.9040968,159.8279523,23.68714122,2.662174323,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Shasta County,6089,1993,w,80853.11746,,5811.672206,6188.251818,5854.836487,4721.989141,4632.238911,4916.249964,6114.363175,6728.877539,6315.402051,5461.197734,4423.596477,3730.642884,3559.596635,3721.611509,3306.136504,2449.244885,1613.304165,863.8642523,360.4412907,72.41641113,7.183415314,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sierra County,6091,1993,m,1747.125722,40.38189852,95.36525103,153.0457051,137.2969999,67.95462516,90.49659384,75.14312157,117.3520404,132.6393319,173.9650317,138.1244661,124.5602765,90.54645193,82.29419486,80.46040812,64.02689204,60.81305037,33.07142788,22.87272711,6.254443087,0.842683499,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sierra County,6091,1993,w,1735.874278,,72.70249914,141.9850159,115.2134987,93.75134384,62.12077277,73.89911929,135.2536265,149.3684721,154.8519346,130.5601784,112.080351,96.69729303,85.34769318,71.96543999,86.87406364,73.32395489,38.4810456,24.25400803,16.05561772,1.046217985,0.042131709,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Siskiyou County,6093,1993,m,22001.88567,38.90207652,1392.338283,1774.563559,1738.706245,1385.588442,1179.754901,1030.491399,1360.192812,1772.931912,1889.874136,1669.022452,1298.610202,1069.542272,1074.023364,1111.174785,975.2196307,659.414683,359.9455808,184.4063248,67.82751776,7.552038499,0.70513354,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Siskiyou County,6093,1993,w,22733.11433,,1371.898306,1684.925386,1581.148114,1290.619646,1092.094395,1058.22274,1561.311774,1954.03368,1938.676308,1651.592377,1221.869234,1129.523991,1182.206272,1216.254214,1073.733522,753.8757388,507.6366544,310.1779305,124.8259941,26.21273686,2.275315524,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Solano County,6095,1993,m,186809.0218,31.49160762,16910.06901,16140.21528,14879.15038,13032.6503,13976.57386,15959.17632,17999.53125,17506.51403,15369.59398,12307.9125,8228.506001,6442.699683,5429.761616,4237.49361,3750.794093,2406.413732,1377.881565,611.8813823,213.254041,26.81387704,2.13528505,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Solano County,6095,1993,w,180504.9782,,16108.23383,15045.09264,13530.12473,11985.58176,12332.62387,13705.45043,16647.26313,16824.32863,14660.49111,11408.20052,7971.370102,6484.519648,5868.629582,5702.059896,4971.753814,3354.796753,2197.498369,1135.997698,483.1547727,79.30136208,8.505578802,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sonoma County,6097,1993,m,203550.5547,35.11433636,16028.06761,15763.47213,15178.72693,13022.3083,14084.75628,14746.41769,17203.12116,18349.36768,18372.42372,15386.59399,10078.01706,7465.01656,6541.700882,6355.132942,5990.264383,4281.966144,2764.365075,1387.147447,475.9832907,70.50468771,5.200773659,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sonoma County,6097,1993,w,211025.4453,,14929.7035,14857.43144,14211.79512,11826.21553,12961.33267,14135.92779,17496.80894,19241.9592,18908.72692,15608.33162,10388.62567,7786.812434,7567.236382,8179.305792,7988.46198,6423.352289,4552.185374,2607.502376,1142.219864,193.9752725,17.53510715,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Stanislaus County,6099,1993,m,199484.8919,30.52633408,20165.07823,19062.61699,17455.04345,14778.47698,14549.01848,15193.36525,17391.15148,16481.89488,14012.91634,11429.24472,8587.148939,6985.766091,6118.521292,5841.006739,4744.118134,3227.623865,2091.112985,951.1611354,362.2758142,51.99958003,5.350561544,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Stanislaus County,6099,1993,w,206374.1081,,19269.2717,18158.42916,16846.04865,14173.00575,14419.04411,15283.75511,17478.22846,16627.90555,14273.23312,11736.37307,9067.186697,7631.303947,7029.430364,7046.452078,6309.438273,4765.466763,3340.675195,1887.268019,852.1757518,162.5835655,16.83273011,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sutter County,6101,1993,m,35358.79543,32.44545635,3336.869076,3178.528032,2831.079569,2529.278546,2497.34087,2596.057454,2885.772679,2713.214397,2449.167648,2068.78409,1772.031956,1553.010036,1443.349301,1201.200772,943.0908207,671.6419274,417.2442632,200.4305197,59.77867391,10.42877341,0.496021824,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sutter County,6101,1993,w,36118.20457,,3015.796842,2967.639653,2684.130424,2338.911936,2400.796548,2553.155268,2897.879551,2781.748361,2466.418297,2194.671152,1865.860908,1593.085677,1483.196733,1378.712787,1226.996348,971.6695856,730.3813213,387.5257583,148.068677,29.30183509,2.256909432,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Tehama County,6103,1993,m,26269.98937,35.87520623,2110.558335,2205.430386,2125.274357,1726.479225,1572.238292,1549.142709,1979.550981,1886.524144,1833.015795,1566.541881,1388.14262,1269.914491,1243.059189,1208.601266,1076.816232,809.5725576,427.9917252,201.8727817,77.84217438,11.20222098,0.218006454,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Tehama County,6103,1993,w,26937.01063,,1973.546838,2078.91893,1897.889889,1604.026415,1467.596526,1590.802649,2030.954214,2001.118785,1833.513164,1641.497827,1515.006332,1324.872226,1307.385256,1316.126906,1245.484106,943.7274756,644.7100957,328.3242769,160.2483102,27.08451123,4.175898879,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Trinity County,6105,1993,m,6793.609907,39.73462574,416.4172397,506.8273902,514.2502026,393.8946974,324.9882909,303.8018878,422.5619651,561.5336957,653.1811273,576.4464695,412.8384804,373.466957,377.3787735,344.265396,288.6012044,181.2457927,91.12193343,41.02585563,7.719737728,2.000885716,0.041924128,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Trinity County,6105,1993,w,6560.390093,,442.1274415,476.9393111,416.9176352,358.2003481,265.8350889,305.9653337,470.3020398,563.2471142,593.6662183,514.6352483,402.3955602,352.2582441,357.4433041,356.701974,277.254761,190.1469092,116.8755848,68.22137643,25.72993977,4.833904408,0.69275607,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Tulare County,6107,1993,m,169051.3832,28.68286761,18240.95668,16707.10642,16361.27293,13738.69013,13233.90617,12696.18896,13250.29309,12472.10388,10924.07664,9111.687384,7032.96525,5699.046973,5100.512167,4593.918488,4015.065032,2761.894256,1830.892883,925.2624337,311.6578318,40.17168832,3.713909574,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Tulare County,6107,1993,w,169667.6168,,17666.71869,15886.56783,14938.88078,12896.96202,11889.83162,11923.80303,13086.22102,12530.66558,10959.95558,9103.697932,7180.149341,6144.171427,5717.306886,5655.94169,4987.336754,3850.120745,2857.759351,1595.12198,650.2987406,132.8728856,13.23290809,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Tuolumne County,6109,1993,m,27674.06792,38.6460226,1559.926112,1758.055053,1884.377252,1680.223823,1622.411098,2083.67397,2432.398502,2413.549663,2454.088081,1856.745268,1418.596639,1249.13329,1292.808963,1365.917738,1212.651515,738.3730775,395.7370306,192.6446964,55.58559432,6.875747734,0.294805825,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Tuolumne County,6109,1993,w,24547.93208,,1447.249032,1599.99995,1541.83911,1279.910807,1126.692305,1147.335031,1697.350247,2042.646196,2081.195557,1760.974962,1436.060734,1325.815836,1390.505213,1518.33979,1276.248819,892.2675754,546.0396591,295.644659,118.0088998,20.62776557,3.179930778,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Ventura County,6111,1993,m,348247.7048,32.10140113,31532.22489,28212.78363,26837.11672,24105.03019,27665.92495,28701.25531,31862.91315,30838.14738,26749.77936,22997.41488,17135.2111,13333.52672,11223.90295,9257.543755,7462.989211,5144.219701,3131.964245,1473.020435,504.3207548,71.20699358,7.208509545,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Ventura County,6111,1993,w,345537.2952,,30300.68391,26887.84877,24646.77149,22252.33335,24392.76753,26007.52277,30378.52868,30249.57421,27103.0477,22753.93311,17162.41042,13423.91509,11835.85019,11238.11997,9808.619551,7447.253877,5241.250629,2887.359409,1252.994997,241.8703625,24.63917567,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Yolo County,6113,1993,m,73500.96456,28.76438044,6069.111675,5669.095673,5380.038175,6739.641647,9151.074045,6033.209035,6129.823418,5677.840775,5103.198077,4052.172128,3061.099669,2362.258682,2184.576829,1960.284901,1649.084825,1105.043033,683.139618,336.3123859,133.7939979,18.57995229,1.586021826,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Yolo County,6113,1993,w,76026.03544,,5722.53338,5254.348606,5534.579813,6863.870133,9525.317341,5944.972208,6136.491087,5854.14944,5167.039983,4188.524104,3131.714229,2529.869455,2301.18822,2253.050622,2022.664006,1541.430061,1095.173899,614.0959825,279.6146959,58.46272006,6.945449073,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Yuba County,6115,1993,m,30977.49451,29.73417346,3319.965062,3038.408081,2763.26492,2246.427615,2291.670934,2445.842695,2650.303159,2293.200852,2042.158814,1544.292642,1286.888681,1102.453376,1086.29298,928.9976151,832.1038857,549.4272343,338.4471693,153.1206901,56.51837685,7.623669504,0.086056125,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Yuba County,6115,1993,w,30675.50549,,3083.894318,2904.740002,2515.534265,2151.135995,2058.046959,2279.27396,2593.275557,2324.361341,1939.974828,1605.44155,1373.777075,1225.700645,1118.136335,1095.947344,932.2984121,654.2924329,466.9661896,228.5525655,103.5352349,18.48046566,2.140015991,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
California,1,1994,m,15728738.37,31.70182674,1461894.57,1253870.024,1195549.53,1118429.316,1263906.341,1368486.319,1459074.108,1359848.57,1163790.111,966400.3656,718827.9574,566683.5881,493088.2611,443055.04,380696.1206,253226.09,154883.0256,73544.81169,28828.82496,4301.730217,353.6644219,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
California,1,1994,w,15794956.6,,1394076.889,1197861.19,1114825.591,1042990.155,1150644.096,1243560.622,1380346.647,1327508.818,1170308.964,988554.3168,748280.5452,605729.7869,548627.1943,542879.9833,492595.9658,358730.8856,257308.4925,145728.2138,69969.36208,13168.85607,1260.025115,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alameda County,6001,1994,m,654832.8693,32.79349321,55431.93048,47856.45038,45525.29014,44204.18169,53192.26263,59089.31733,63254.90642,59748.09232,52515.63904,44573.41245,31843.44285,23730.7564,19671.79541,17869.68674,15341.79661,10166.81653,6348.218822,3050.783434,1218.024786,180.927746,19.13706268,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alameda County,6001,1994,w,675987.1307,,52597.72585,45971.667,43019.57859,43273.1695,50890.1151,55557.51628,62090.36322,59954.43199,54796.53258,46850.37573,33158.85576,25532.20713,22284.33164,22469.64833,20776.80827,15356.72125,11128.57061,6332.026944,3256.023879,622.9625487,67.49854623,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alpine County,6003,1994,m,586.9113855,35.47772567,28.38035497,41.09980739,53.53968565,34.03652743,34.59728686,37.26350167,54.57006787,60.28220493,58.89397437,53.37305854,28.89573946,31.14977298,27.28620334,19.94514316,12.88772705,5.556167655,4.217873203,0.936288905,0,0,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
